State,District,Latitude,Longitude
Assam,Sibsagar,27.02762869565218,94.90025847826082
Assam,Sonitpur,26.73514926829268,92.85197804878044
Assam,Tinsukia,27.53549291139241,95.69055949367085
Bihar,Araria,26.211528119180603,87.30766554934816
Bihar,Aurangabad,24.774291867469874,84.45986024096379
Bihar,Banka,24.832355642023337,86.8664916342413
Bihar,Begusarai,25.54302613168723,86.12560144032932
Bihar,Bhabua,25.02156642599276,83.61128104693134
Bihar,Bhagalpur,25.277192885375474,87.04213814229242
Bihar,Bhojpur,25.50666439393939,84.49407803030304
Bihar,Buxar,25.48593018867924,84.08808081760995
Bihar,Darbhanga,26.146187719298258,85.97387352472099
Bihar,Gaya,24.7266541547278,84.94291217765044
Bihar,Gopalganj,26.44874364161851,84.34636127167629
Bihar,Jamui,24.78418380462726,86.26316298200514
Bihar,Jehanabad,25.155679045643165,84.9208124481328
Bihar,Katihar,25.56565356037151,87.70466083591326
Bihar,Khagaria,25.535588914549642,86.56593256351037
Bihar,Kishanganj,26.324336758321298,87.95045007235886
Bihar,Lakhisarai,25.183449321266963,86.12825701357468
Bihar,Madhepura,25.77341929460581,86.8978443983403
Bihar,Madhubani,26.413805381727162,86.16328360450552
Bihar,Munger,25.198537962962963,86.54173672839504
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543
Bihar,Nalanda,25.229345508982053,85.48053113772461
Bihar,Nawada,24.825708836206903,85.61594568965519
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685
Bihar,Patna,25.40297114503818,85.3198433587787
Bihar,Purba Champaran,26.68129336734693,85.00382155612242
Bihar,Purnia,25.81714801901739,87.40447606973065
Bihar,Rohtas,24.99170460829495,83.9350762672811
Bihar,Saharsa,25.821270696721303,86.54670819672135
Bihar,Samastipur,25.793205563909765,85.94833323308269
Bihar,Saran,25.89656077844312,84.82266287425155
Bihar,Sheikhpura,25.12472436548223,85.77839390862943
Bihar,Sheohar,26.458380748663107,85.29539411764709
Bihar,Sitamarhi,26.56570069686413,85.61172491289203
Bihar,Siwan,26.1736372013652,84.33766552901022
Bihar,Supaul,26.28157893772896,86.78496465201461
Bihar,Vaishali,25.8134703180212,85.39247597173153
Chandigarh,Chandigarh,30.7426,76.75872465753424
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188
Chhattisgarh,Dantewada,18.653854086538463,81.07200120192313
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348
Chhattisgarh,Durg,21.194463849287164,81.33181639511197
Chhattisgarh,Janjgir-Champa,21.961093750000025,82.80495408653843
Chhattisgarh,Jashpur,22.772861676646695,83.8703962075848
Chhattisgarh,Kanker,20.139461285008245,81.06913080724874
Chhattisgarh,Kawardha,22.048000792079208,81.16271188118817
Chhattisgarh,Korba,22.491712499999995,82.57604326923074
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388
Chhattisgarh,Raj Nandgaon,21.058414734950603,80.78526693620836
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531
Dadra and Nagar Haveli,Dadra and Nagar Haveli,20.215132170542628,73.09454961240311
Daman and Diu,Daman,20.431616666666674,72.8392366071429
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612
Delhi,Delhi,28.645944298245617,77.12804517543859
Goa,North Goa,15.548723418714054,73.80667997909038
Goa,South Goa,15.195278658183785,73.941792596877
Gujarat,Ahmadabad,22.605425564971746,72.23898135593227
Gujarat,Amreli,21.048326493108718,71.43457637825426
Gujarat,Anand,22.282718206229863,72.57782051557454
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561
Gujarat,Bharuch,21.757872762377612,72.67326346710801
Gujarat,Bhavnagar,21.702193903417356,72.16272632761141
Gujarat,Dahod,22.897992252252234,73.99170612612609
Gujarat,Gandhinagar,23.193679790026255,72.67221679790026
Gujarat,Jamnagar,22.410600414263328,69.62062005768233
Gujarat,Junagadh,20.929523011609785,70.54733890140345
Gujarat,Kachchh,23.48057203301311,68.82192301497916
Gujarat,Kheda,22.88765312500002,73.018803515625
Gujarat,Mahesana,23.529355452865065,72.45545194085031
Gujarat,Narmada,21.706663862928334,73.68403208722742
Gujarat,Navsari,20.866973318871995,72.86184869848157
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586
Gujarat,Patan,23.80634198473284,71.75162977099237
Gujarat,Porbandar,21.55092351651571,69.71896987722886
Gujarat,Rajkot,22.40603377715488,70.83679439383323
Gujarat,Sabar Kantha,23.718035945485518,73.13638790459964
Gujarat,Surat,21.25761372772093,72.93488716344339
Gujarat,Surendranagar,22.82672007299272,71.48358740875906
Gujarat,The Dangs,20.801633877551026,73.6883518367347
Gujarat,Vadodara,22.26133739279589,73.49433010291594
Gujarat,Valsad,20.44238231644259,72.9148584798345
Haryana,Ambala,30.350367231638398,76.94970310734456
Haryana,Bhiwani,28.728868064516128,76.02110225806452
Haryana,Faridabad,28.14873109756098,77.32718536585368
Haryana,Fatehabad,29.572983185840716,75.54608716814157
Haryana,Gurgaon,28.043894789579163,77.01935130260523
Haryana,Hisar,29.23628731117825,75.84324682779452
Haryana,Jhajjar,28.59651868131869,76.61137142857145
Haryana,Jind,29.45149821958457,76.29598575667653
Haryana,Kaithal,29.96068539094649,76.37698930041155
Haryana,Karnal,29.703200647249204,76.87488025889972
Haryana,Kurukshetra,30.056526598465478,76.78774680306903
Haryana,Mahendragarh,28.1352161458333,76.14018072916659
Haryana,Panchkula,30.700897142857134,76.97173238095236
Haryana,Panipat,29.34352134146342,76.92895914634147
Haryana,Rewari,28.19164714828897,76.55956007604564
Haryana,Rohtak,28.892517647058817,76.53123235294117
Haryana,Sirsa,29.635834463276836,74.90970480225988
Haryana,Sonepat,29.05805707964603,76.85587079646017
Haryana,Yamuna Nagar,30.26466182572615,77.31652821576763
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173
Himachal Pradesh,Kinnaur,31.606671840659335,78.51613736263741
Himachal Pradesh,Kullu,31.909119220779246,77.40922649350647
Himachal Pradesh,Lahul and Spiti,32.51717030651338,77.62470977011492
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493
Himachal Pradesh,Solan,31.038643119266037,76.94442140672783
Himachal Pradesh,Una,31.583303883495134,76.18353932038836
Jammu and Kashmir,Anantnag (Kashmir South),33.760272727272735,75.30390606060608
Jammu and Kashmir,Bagdam,33.93258113207548,74.79798113207546
Jammu and Kashmir,Baramula (Kashmir North),34.381253757225416,74.76359942196531
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404
Jammu and Kashmir,Kupwara (Muzaffarabad),34.59923473684211,74.21587684210526
Jammu and Kashmir,Ladakh (Leh),33.585792202970296,78.30725928217821
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322
Jammu and Kashmir,Rajauri,33.27232198581561,74.40776879432627
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511
Jharkhand,Bokaro,23.6814965034965,85.98398374125864
Jharkhand,Chatra,24.116199457504532,84.93295804701627
Jharkhand,Deoghar,24.330701007556716,86.75697632241814
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185
Jharkhand,Dumka,24.275006125574265,87.27662450229711
Jharkhand,Garhwa,24.082114689265527,83.68664265536722
Jharkhand,Giridih,24.30578509874329,86.08710915619386
Jharkhand,Godda,24.818899999999996,87.2941735483871
Jharkhand,Gumla,23.078532948929148,84.55056787479396
Jharkhand,Hazaribag,23.943241973969638,85.49441312364429
Jharkhand,Jamtara,23.978733180778015,86.95325080091534
Jharkhand,Koderma,24.556719434628963,85.7169091872792
Jharkhand,Latehar,23.72511185840708,84.48298743362837
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748
Jharkhand,Pakur,24.572604280821892,87.69691969178076
Jharkhand,Palamu,24.196925968109337,84.20310842824594
Jharkhand,Pashchim Singhbhum,22.399408487654313,85.5409841049382
Jharkhand,Purba Singhbhum,22.59133436293437,86.50910135135136
Jharkhand,Ranchi,23.184235061391547,85.31781937244203
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142
Jharkhand,Saraikela Kharsawan,22.855913921113682,85.89614918793507
Jharkhand,Simdega,22.608760391198054,84.59193691931536
Karnataka,Bagalkot,16.15860676328503,75.64526070853468
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169
Karnataka,Bangalore Urban,12.901924930747917,77.58685595567866
Karnataka,Belgaum,16.16107219152853,74.72329042357275
Karnataka,Bellary,15.074377548209377,76.47228471074374
Karnataka,Bidar,17.950361730769224,77.19459961538459
Karnataka,Bijapur,16.84015316666667,75.95909166666665
Karnataka,Chamrajnagar,11.952479999999998,77.02384959999996
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249
Karnataka,Chitradurga,14.29102220394736,76.57821957236843
Karnataka,Dakshin Kannad,12.891204548174732,74.96216277678026
Karnataka,Davanagere,14.330414586709884,75.91723841166937
Karnataka,Dharwad,15.343831376975173,75.13831264108359
Karnataka,Gadag,15.507128256880746,75.64861302752298
Karnataka,Gulbarga,17.070459515951594,76.87503850385033
Karnataka,Hassan,12.945098749999998,76.11049549999997
Karnataka,Haveri,14.737582809224318,75.3961230607966
Karnataka,Kodagu,12.39684468085106,75.79336595744688
Karnataka,Kolar,13.312799881235172,78.01376947743476
Karnataka,Koppal,15.651253271028034,76.1617048598131
Karnataka,Mandya,12.574901806239744,76.81570098522172
Karnataka,Mysore,12.248100259403367,76.52881802853437
Karnataka,Raichur,16.050795353982295,76.87368606194688
Karnataka,Shimoga,14.063845885634592,75.17882078103197
Karnataka,Tumkur,13.592467760074971,77.02297966260545
Karnataka,Udupi,13.450404228534568,74.72009990316337
Karnataka,Uttar Kannand,14.538957976244202,74.35229081341113
Kerala,Alappuzha,9.542602965599087,76.38010796263319
Kerala,Ernakulam,10.004879301987431,76.26957729035381
Kerala,Idukki,9.80480963855423,77.04586641566264
Kerala,Kannur,11.941523076923055,75.35209891725934
Kerala,Kasaragod,12.333103099129739,75.07768497134369
Kerala,Kollam,8.929388820570157,76.6360775852431
Kerala,Kottayam,9.643701174068417,76.46059673302705
Kerala,Kozhikode,11.392924270557026,75.71158720159153
Kerala,Malappuram,10.973298756660721,75.93910775606876
Kerala,Palakkad,10.784926903553291,76.49980490693744
Kerala,Pattanamtitta,9.291312393162405,76.86412329059833
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073
Kerala,Thrissur,10.458932647907687,76.12321940836945
Kerala,Wayanad,11.715277464788736,76.07587007042254
Lakshadweep,Kavaratti,10.436390526601542,72.82992744299675
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007
Madhya Pradesh,Ashoknagar,24.630988461538454,77.82974493927134
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673
Madhya Pradesh,Betul,21.964626315789474,77.7873428189117
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679
Madhya Pradesh,Burhanpur,21.364567254408062,76.24460478589425
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374
Madhya Pradesh,Chhindwara,22.227966971713826,78.76413136439254
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157
Madhya Pradesh,Dhar,22.572681718963153,75.1105620736698
Madhya Pradesh,Dindori,22.837384370477572,81.04332966714911
Madhya Pradesh,East Nimar,22.098985600706694,76.55805503533558
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791
Madhya Pradesh,Gwalior,26.040744419642852,78.12782433035713
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435
Madhya Pradesh,Hoshangabad,22.595268801996706,78.02168094841929
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127
Madhya Pradesh,Mandla,22.703487124463532,80.38600543633753
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759
Madhya Pradesh,Morena,26.373135045317238,77.88447341389724
Madhya Pradesh,Narsinghpur,22.951344683026594,79.002024233129
Madhya Pradesh,Neemuch,24.703118933333357,75.06608186666664
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598
Madhya Pradesh,Sehore,22.929719967965802,77.06780202883085
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549
Madhya Pradesh,Sidhi,24.175471899529054,82.1053783359498
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475
Madhya Pradesh,Vidisha,23.828383079847917,77.9013507604563
Madhya Pradesh,West Nimar,22.027140000000017,75.87343742489269
Maharashtra,Ahmednagar,19.21759903201788,74.69220260610572
Maharashtra,Akola,20.746310479041906,77.12122320359276
Maharashtra,Amravati,21.165209918107358,77.67583503184723
Maharashtra,Aurangabad,20.097922883295197,75.32072196796334
Maharashtra,Bhandara,21.211792649727748,80.10950199637024
Maharashtra,Bid,18.952353340080986,75.69319706477731
Maharashtra,Buldana,20.56680611183355,76.39017880364096
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388
Maharashtra,Dhule,21.274018690400514,74.58719071837263
Maharashtra,Garhchiroli,19.795546096654277,80.30965563816602
Maharashtra,Gondiya,21.225008411214993,80.17522698598128
Maharashtra,Greater Bombay,19.085069788026964,72.84261961332419
Maharashtra,Hingoli,19.59525302245251,77.09239412780653
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695
Maharashtra,Jalna,19.984612534818933,75.98473607242339
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648
Maharashtra,Latur,18.348687268993856,76.75812607802874
Maharashtra,Nagpur,21.196556862745105,79.02166176470584
Maharashtra,Nanded,19.209316983017,77.6829048951049
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429
Maharashtra,Nashik,20.266912871287143,74.03824168316828
Maharashtra,Osmanabad,18.194594560669437,75.99495575313809
Maharashtra,Parbhani,19.310324252491682,76.70163338870431
Maharashtra,Pune,18.51696171428573,74.12922881632647
Maharashtra,Raigarh,18.453257637845976,73.0090609418579
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404
Maharashtra,Sangli,17.154930181086502,74.70713822937628
Maharashtra,Satara,17.6737908974359,74.18052064102558
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343
Maharashtra,Solapur,17.837357937584812,75.42394823609216
Maharashtra,Thane,19.698767747440264,72.79882742564581
Maharashtra,Wardha,20.80743024390242,78.57259105691062
Maharashtra,Washim,20.282282394366213,77.25502394366208
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479
Manipur,Bishnupur,24.50712111801243,93.8246236024845
Manipur,Chandel,24.2635812987013,94.09443844155845
Manipur,Churachandpur,24.30309718875504,93.38671506024083
Manipur,East Imphal,24.821058072289166,93.66951204819269
Manipur,Senapati,25.08465586034914,94.03366234413956
Manipur,Tamenglong,24.98312942238265,93.49450740072203
Manipur,Thoubal,24.545392553191498,93.97959893617025
Manipur,Ukhrul,25.059003149606294,94.44129566929138
Manipur,West Imphal,24.79400558659217,93.88859050279328
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924917
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841271
Meghalaya,Jaintia Hills,25.339595570698442,92.37608160136298
Meghalaya,Ri-Bhoi,25.89706600441498,91.8451615894039
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127177
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538
Mizoram,Aizawl,23.907813354531015,92.85359459459472
Mizoram,Champhai,23.54166580976866,93.24221799485862
Mizoram,Kolasib,24.202000434782597,92.73470391304349
Mizoram,Lawngtlai,22.361028431372535,92.66964156862753
Mizoram,Lunglei,23.007717036172675,92.63512555425892
Mizoram,Mamit,23.73852942502819,92.4330803833147
Mizoram,Saiha,22.35744801061008,93.02827931034487
Mizoram,Serchhip,23.263864705882344,92.91415849673201
Nagaland,Dimapur,25.814176811594226,93.75074057971014
Nagaland,Kohima,25.60311428571428,93.78600657596373
Nagaland,Mokokchung,26.478911764705888,94.522426006192
Nagaland,Mon,26.69207374301676,95.03072988826827
Nagaland,Phek,25.63272986577182,94.56814563758391
Nagaland,Tuensang,26.211044532803157,94.85809880715708
Nagaland,Wokha,26.202611551155112,94.19908151815179
Nagaland,Zunheboto,26.028178205128206,94.50026666666669
Orissa,Angul,21.12070619765495,84.99839212730328
Orissa,Baleshwar,21.48570932311624,87.08085828011933
Orissa,Baragarh,21.13240637931036,83.26444499999991
Orissa,Bhadrak,20.95262735257214,86.81496204516931
Orissa,Bolangir,20.616300298507447,83.21520059701498
Orissa,Boudh,20.583190740740726,84.12363306878305
Orissa,Cuttack,20.407640646029623,85.7776810228802
Orissa,Deogarh,21.431462015503882,84.81452480620162
Orissa,Dhenkanal,20.798871593533494,85.53226836027711
Orissa,Gajapati,19.121080882352945,84.14015091911759
Orissa,Ganjam,19.263261756453396,84.80297710437702
Orissa,Jagatsinghpur,20.114443183609136,86.43265258733919
Orissa,Jajpur,20.853249094202905,86.15277300724634
Orissa,Jharsuguda,21.827058566978184,83.93581682242987
Orissa,Kalahandi,19.784253092783523,83.1124043814433
Orissa,Kandhamal,20.092878624813146,84.02216352765326
Orissa,Kendrapara,20.606319815982264,86.83763247572003
Orissa,Keonjhar,21.492257402597378,85.76276987012994
Orissa,Khordha,20.054162322274863,85.52234834123229
Orissa,Koraput,18.82627794779476,82.81278469846964
Orissa,Malkangiri,18.25227930367506,81.98293636363628
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231
Orissa,Nabarangpur,19.513047166921904,82.42041960183768
Orissa,Nayagarh,20.192895622119817,85.05614700460825
Orissa,Nuapada,20.471309512195113,82.59152536585364
Orissa,Puri,19.835091746031775,85.86698989898981
Orissa,Rayagada,19.292840020060204,83.45860120361095
Orissa,Sambalpur,21.515752380952385,84.34958483245157
Orissa,Sonepur,20.890803293413175,83.76852634730537
Orissa,Sundargarh,22.06354819277107,84.50524819277099
Puducherry,Karaikal,10.876161726078811,79.82369793621002
Puducherry,Mahe,12.006420793787758,75.28275021570326
Puducherry,Puducherry,11.887806269592494,79.7971096133752
Puducherry,Yanam,16.707695652173904,82.26187304347832
Punjab,Amritsar,31.548679820627775,74.79883856502238
Punjab,Bathinda,30.190524611973352,75.05685898004438
Punjab,Faridkot,30.591187250996022,74.79751553784862
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842
Punjab,Firozpur,30.63407535211269,74.40245732394365
Punjab,Gurdaspur,32.04283371212125,75.3204064393939
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349
Punjab,Jalandhar,31.250336907216507,75.54400350515463
Punjab,Kapurthala,31.336592638036834,75.47641165644177
Punjab,Ludhiana,30.76596397379912,75.83110851528383
Punjab,Mansa,29.919547714285724,75.4304922857143
Punjab,Moga,30.756540067340065,75.1600845117845
Punjab,Muktsar,30.31243303303303,74.5518747747748
Punjab,Nawan Shehar,31.133445454545434,76.1019243636364
Punjab,Patiala,30.214540380693364,76.27505893949697
Punjab,Rupnagar,30.910937330754347,76.53743500967126
Punjab,Sangrur,30.185045204336898,75.89437014178496
Rajasthan,Ajmer,26.199300378787903,74.6990419191919
Rajasthan,Alwar,27.55271738035265,76.65359630562563
Rajasthan,Banswara,23.453642032967018,74.44246868131869
Rajasthan,Baran,24.980232432432437,76.86210651828291
Rajasthan,Barmer,25.77070908045978,71.50297126436782
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258
Rajasthan,Bhilwara,25.451197677595637,74.63947595628417
Rajasthan,Bikaner,28.124890683229815,73.26943322981371
Rajasthan,Bundi,25.48580716049379,75.79984074074079
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382
Rajasthan,Churu,28.29330375536484,74.65846427038629
Rajasthan,Dausa,26.91234817629181,76.57342097264443
Rajasthan,Dhaulpur,26.723970549450534,77.74476219780222
Rajasthan,Dungarpur,23.751048076923077,73.84765641025645
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902
Rajasthan,Jaipur,27.033459290187885,75.77117286012533
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682
Rajasthan,Jalor,25.075780937972766,72.18647261724662
Rajasthan,Jhalawar,24.247255414746572,76.11242891705065
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628
Rajasthan,Karauli,26.519015555555562,76.96081818181815
Rajasthan,Kota,25.175718080000014,76.18618928000001
Rajasthan,Nagaur,27.07862016048146,74.14215667001012
Rajasthan,Pali,25.80490393541874,73.55285640766907
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548
Rajasthan,Sikar,27.646440586419757,75.29317422839503
Rajasthan,Sirohi,24.7976905263158,72.75309131578943
Rajasthan,Tonk,26.153935071707927,75.79192216427637
Rajasthan,Udaipur,24.44076752136749,73.84029839743584
Sikkim,East,27.29600352941175,88.74908392156858
Sikkim,North Sikkim,27.813810047095735,88.54200565149137
Sikkim,South Sikkim,27.278021621621612,88.37538594594596
Sikkim,West Sikkim,27.3359816,88.15801200000007
Tamil Nadu,Ariyalur,11.190514836795257,79.22249643916912
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806
Tamil Nadu,Coimbatore,10.871376995940453,77.07619012178621
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937
Tamil Nadu,Erode,11.267012155963302,77.42034334862392
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538
Tamil Nadu,Karur,10.79532776617955,78.08749686847604
Tamil Nadu,Madurai,9.904313833333333,78.01366033333332
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633
Tamil Nadu,Nilgiris,11.442361661341858,76.6614642172524
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728
Tamil Nadu,Ramanathapuram,9.312869951534761,78.99185362412462
